sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw
0CHA,up,trend_annual_semi,6,-59442.233544445604,-59442.233544227456,0.20037613366549797,0.20037613367304496,1,1
0CHA,up,trend_quad_annual_semi,7,-59626.34585945738,-59626.34585923176,0.19381673058486673,0.19381673059241658,0,0
0DAJ,east,trend,2,-49491.199627806316,-49491.199628198854,0.021498741443240987,0.02149874144116949,3,3
0DAJ,east,trend_annual,4,-50655.07504399106,-50655.075044515645,0.01609051540315344,0.016090515401081567,2,2
0DAJ,east,trend_annual_semi,6,-50662.739319505046,-50662.73932003275,0.01599486974908777,0.015994869747015958,1,1
0DAJ,east,trend_quad_annual_semi,7,-50780.798381587694,-50780.79838213171,0.015506340753389178,0.01550634075131857,0,0
0DAJ,north,trend,2,-50163.62053712961,-50163.620537404895,0.018227703850295613,0.01822770384906397,3,3
0DAJ,north,trend_annual,4,-52911.60252189703,-52911.602522439825,0.009247423719995073,0.009247423718763002,2,2
0DAJ,north,trend_annual_semi,6,-52983.81031198584,-52983.81031254057,0.00904796839732424,0.009047968396092258,1,1
0DAJ,north,trend_quad_annual_semi,7,-52984.3717447932,-52984.371745349184,0.009028281945536006,0.009028281944303882,0,0
0DAJ,up,trend,2,-40001.6566958564,-40001.65669577686,0.2208068182377301,0.22080681824204088,3,3
0DAJ,up,trend_annual,4,-41553.27489934854,-41553.274899231656,0.15025725082736346,0.15025725083167446,2,2
0DAJ,up,trend_annual_semi,6,-41654.741307772725,-41654.74130765236,0.1459643318231684,0.1459643318274808,1,1
0DAJ,up,trend_quad_annual_semi,7,-41662.31012405054,-41662.3101239297,0.14539644375504787,0.14539644375936056,0,0
0DAL,east,trend,2,-68724.00780991412,-68724.00780971446,0.02904671007997887,0.029046710081006268,3,3
0DAL,east,trend_annual,4,-75126.79466608442,-75126.79466546181,0.009314797537987952,0.009314797539015325,2,2
0DAL,east,trend_annual_semi,6,-75602.90914945808,-75602.90914877846,0.008535218748035697,0.008535218749063269,1,1
0DAL,east,trend_quad_annual_semi,7,-75644.45028924354,-75644.45028855812,0.008459683505279252,0.00845968350630644,0,0
0DAL,north,trend,2,-72678.46494590811,-72678.46495250212,0.014416615219872177,0.014416615203031901,3,3
0DAL,north,trend_annual,4,-73929.70443290807,-73929.70444116376,0.011515181691673773,0.011515181674833074,2,2
0DAL,north,trend_annual_semi,6,-75178.8567470122,-75178.85675734447,0.009201081080311722,0.009201081063470624,1,1
0DAL,north,trend_quad_annual_semi,7,-75184.6681207762,-75184.66813113503,0.009177558551892416,0.009177558535051176,0,0
0DAL,up,trend,2,-55038.23365300179,-55038.23365297654,0.32809776623076187,0.32809776623223025,3,3
0DAL,up,trend_annual,4,-57877.21494094548,-57877.21494090352,0.1978148341895984,0.19781483419106854,2,2
0DAL,up,trend_annual_semi,6,-57994.351053354294,-57994.351053311315,0.19316029730513967,0.19316029730661002,0,0
0DAL,up,trend_quad_annual_semi,7,-57989.05555100959,-57989.055550966594,0.19304593978994475,0.1930459397914147,1,1
0DAN,east,trend,2,-93840.6348536719,-93840.63485548149,0.05939323307809465,0.05939323306457713,3,3
0DAN,east,trend_annual,4,-105733.29341821768,-105733.29342631222,0.013278915112244254,0.013278915098725641,2,2
0DAN,east,trend_annual_semi,6,-105905.96197386466,-105905.96198215494,0.012964330305036659,0.012964330291519117,1,1
0DAN,east,trend_quad_annual_semi,7,-107013.8192204694,-107013.81923001012,0.011265406147713816,0.011265406134196007,0,0
0DAN,north,trend,2,-104239.06388335765,-104239.06388281418,0.01606055569718495,0.016060555698282714,3,3
0DAN,north,trend_annual,4,-104771.7311004496,-104771.73109986684,0.014985955615655137,0.01498595561675352,2,2
0DAN,north,trend_annual_semi,6,-105612.64385970423,-105612.64385905495,0.013451525013454133,0.013451525014552563,1,1
0DAN,north,trend_quad_annual_semi,7,-105646.20744648483,-105646.2074458321,0.013379740094271168,0.013379740095369573,0,0
0DAN,up,trend,2,-77114.70134467768,-77114.70134467767,0.4867772853942632,0.4867772853942644,3,3
0DAN,up,trend_annual,4,-80544.375286355,-80544.37528635497,0.3155118780132301,0.3155118780132309,2,2
0DAN,up,trend_annual_semi,6,-80662.41009783243,-80662.41009783241,0.3101611342965229,0.3101611342965236,1,1
0DAN,up,trend_quad_annual_semi,7,-81476.42985663719,-81476.42985663717,0.2796623145311196,0.27966231453112006,0,0
0DAV,east,trend,2,-30124.5558402935,-30124.555840322657,0.016108784586870168,0.016108784586683793,3,3
0DAV,east,trend_annual,4,-33727.40694857589,-33727.40694869848,0.0038322268020153237,0.00383222680182889,2,2
0DAV,east,trend_annual_semi,6,-33753.34253827504,-33753.342538399804,0.00376948451896941,0.00376948451878278,1,1
0DAV,east,trend_quad_annual_semi,7,-33773.81975568802,-33773.81975581421,0.0037273757645873715,0.00372737576440072,0,0
0DAV,north,trend,2,-32922.6059442812,-32922.605944482,0.005307003730854436,0.005307003730431543,3,3
0DAV,north,trend_annual,4,-33027.560986229524,-33027.56098644019,0.005058968943409321,0.0050589689429863995,2,2
0DAV,north,trend_annual_semi,6,-33078.54008061616,-33078.540080832536,0.004926934615299564,0.004926934614876524,1,1
0DAV,north,trend_quad_annual_semi,7,-33129.52621851712,-33129.5262187386,0.004813268986450804,0.0048132689860277715,0,0
0DAV,up,trend,2,-24494.697410091616,-24494.69741013122,0.150420627845588,0.15042062784322396,3,3
0DAV,up,trend_annual,4,-25892.36311346134,-25892.363113530748,0.08584904160660431,0.08584904160423988,2,2
0DAV,up,trend_annual_semi,6,-25932.800085115865,-25932.800085186453,0.08395896118233172,0.08395896117998,0,0
0DAV,up,trend_quad_annual_semi,7,-25925.56728989389,-25925.56728996451,0.08393899934888438,0.08393899934653205,1,1
0DEG,east,trend,2,-67749.15140941006,-67749.15140931075,0.03516331834450237,0.03516331834512001,3,3
0DEG,east,trend_annual,4,-73630.7501839527,-73630.75018367072,0.012385274109362233,0.012385274109980044,2,2
0DEG,east,trend_annual_semi,6,-73728.41065420098,-73728.41065391328,0.012135991792355028,0.012135991792972683,1,1
0DEG,east,trend_quad_annual_semi,7,-73809.91643734032,-73809.9164370479,0.011943999727050677,0.011943999727668509,0,0
0DEG,north,trend,2,-72302.83248543156,-72302.83248544212,0.015712709564892288,0.015712709564862953,3,3
0DEG,north,trend_annual,4,-74814.59434151834,-74814.59434153483,0.010045145183414796,0.010045145183385508,2,2
0DEG,north,trend_annual_semi,6,-74984.90551867931,-74984.90551869635,0.009717273877533385,0.009717273877504108,0,0
0DEG,north,trend_quad_annual_semi,7,-74981.03003422511,-74981.03003424226,0.009709087422417998,0.009709087422388544,1,1
0DEG,up,trend,2,-55585.73204554582,-55585.73204554538,0.3023781997493885,0.30237819974941216,3,3
0DEG,up,trend_annual,4,-58750.035313219625,-58750.03531321879,0.17223594803840733,0.17223594803843245,2,2
0DEG,up,trend_annual_semi,6,-58841.157876463476,-58841.15787646267,0.1689646017625454,0.16896460176256944,1,1
0DEG,up,trend_quad_annual_semi,7,-58845.20039530362,-58845.20039530282,0.16858595592688524,0.1685859559269094,0,0
0DIL,east,trend,2,-55677.39811506463,-55677.39811567593,0.053393557990848564,0.05339355798415467,3,3
0DIL,east,trend_annual,4,-58148.662865223625,-58148.66286624229,0.03205280653028862,0.03205280652359237,2,2
0DIL,east,trend_annual_semi,6,-58353.324136762494,-58353.324137828284,0.030628420163079834,0.030628420156385096,1,1
0DIL,east,trend_quad_annual_semi,7,-59887.5613145384,-59887.56131600086,0.022321178999545617,0.02232117899285082,0,0
0DIL,north,trend,2,-55828.235666104425,-55828.235666187196,0.051767131005071076,0.05176713100419236,3,3
0DIL,north,trend_annual,4,-58620.68813124127,-58620.688131388815,0.0290953657464191,0.029095365745538698,2,2
0DIL,north,trend_annual_semi,6,-58640.16003954086,-58640.1600396897,0.028878641527765633,0.028878641526884116,1,1
0DIL,north,trend_quad_annual_semi,7,-61250.63785970971,-61250.63785996355,0.01687760941349949,0.01687760941262086,0,0
0DIL,up,trend,2,-48286.850041538746,-48286.85004154492,0.24307962156788565,0.24307962156757756,3,3
0DIL,up,trend_annual,4,-51127.91832151659,-51127.918321527686,0.13526585231143337,0.1352658523111256,2,2
0DIL,up,trend_annual_semi,6,-51305.279820554635,-51305.27982056622,0.12998051022114301,0.12998051022083443,1,1
0DIL,up,trend_quad_annual_semi,7,-51346.44476834428,-51346.44476835597,0.12866351038076454,0.12866351038045595,0,0
0DOC,east,trend,2,-49997.79597059235,-49997.7959710025,0.02194953499873535,0.021949534996549745,3,3
0DOC,east,trend_annual,4,-54955.41523881015,-54955.41524018203,0.006560761785162644,0.006560761782977511,2,2
0DOC,east,trend_annual_semi,6,-55125.91965272257,-55125.91965415835,0.006269337320588032,0.006269337318402686,1,1
0DOC,east,trend_quad_annual_semi,7,-55137.06627680696,-55137.06627824933,0.006239772888149732,0.006239772885964723,0,0
0DOC,north,trend,2,-54112.24397516742,-54112.24397842438,0.008083711217834388,0.008083711211442461,3,3
0DOC,north,trend_annual,4,-54173.23708005035,-54173.23708336909,0.007932766823991272,0.007932766817599723,2,2
0DOC,north,trend_annual_semi,6,-54241.69686008208,-54241.69686347046,0.007770542217745601,0.007770542211353367,1,1
0DOC,north,trend_quad_annual_semi,7,-54345.328667114416,-54345.32867059566,0.007562181922921251,0.007562181916529935,0,0
0DOC,up,trend,2,-40290.41835552926,-40290.41835554977,0.23170791520165693,0.23170791520050335,3,3
0DOC,up,trend_annual,4,-42181.929828577835,-42181.929828610395,0.14579768708758528,0.14579768708643293,2,2
0DOC,up,trend_annual_semi,6,-42241.95470324978,-42241.9547032829,0.14310889224910928,0.14310889224795853,0,0
0DOC,up,trend_quad_annual_semi,7,-42234.75853436258,-42234.75853439572,0.14306973473118995,0.1430697347300392,1,1
0DOR,east,trend,2,-83710.55813496996,-83710.55813470695,0.0351954168175075,0.035195416818854325,3,3
0DOR,east,trend_annual,4,-89426.93570374121,-89426.93570313507,0.015281298834530863,0.015281298835878523,2,2
0DOR,east,trend_annual_semi,6,-89718.6616125047,-89718.66161187062,0.014608645951842424,0.014608645953190197,1,1
0DOR,east,trend_quad_annual_semi,7,-90790.00244995723,-90790.0024492156,0.01248404319919776,0.012484043200544852,0,0
0DOR,north,trend,2,-83293.93179122594,-83293.93179108166,0.037394876378559504,0.037394876379344556,3,3
0DOR,north,trend_annual,4,-86074.14828302703,-86074.14828281009,0.024889595480762937,0.02488959548154858,2,2
0DOR,north,trend_annual_semi,6,-87036.2369941125,-87036.23699386239,0.021582826581444316,0.021582826582229785,1,1
0DOR,north,trend_quad_annual_semi,7,-87049.11631256896,-87049.11631231807,0.02151474503351957,0.02151474503430493,0,0
0DOR,up,trend,2,-66332.97495562992,-66332.97495563007,0.44111246359152734,0.44111246359151846,3,3
0DOR,up,trend_annual,4,-69774.96662215232,-69774.96662215257,0.26664809926151517,0.2666480992615057,2,2
0DOR,up,trend_annual_semi,6,-69922.42356896722,-69922.42356896745,0.2603180756008782,0.2603180756008691,1,1
0DOR,up,trend_quad_annual_semi,7,-69994.93651578836,-69994.93651578859,0.2572551328855023,0.25725513288549307,0,0
0DUN,east,trend,2,-7098.523402045291,-7098.523402025772,0.017036514946138476,0.017036514946633302,3,3
0DUN,east,trend_annual,4,-7529.257878563109,-7529.257878525341,0.008802266862151482,0.008802266862646199,2,2
0DUN,east,trend_annual_semi,6,-7535.689463330786,-7535.689463291932,0.008551123747313157,0.008551123747807568,1,1
0DUN,east,trend_quad_annual_semi,7,-7715.580922830199,-7715.580922778908,0.0064797323017732,0.006479732302267778,0,0
0DUN,north,trend,2,-7628.229552007202,-7628.229552011232,0.007745451587919074,0.007745451587872629,3,3
0DUN,north,trend_annual,4,-7781.287598509467,-7781.287598514642,0.006049436094467394,0.006049436094420802,2,2
0DUN,north,trend_annual_semi,6,-7893.067835603341,-7893.067835609587,0.005024116676739092,0.005024116676692397,1,1
0DUN,north,trend_quad_annual_semi,7,-7920.4336207096085,-7920.433620716178,0.004777124869655444,0.004777124869608754,0,0
0DUN,up,trend,2,-6438.982496155177,-6438.982496155185,0.04545935635929088,0.045459356359290326,3,3
0DUN,up,trend_annual,4,-6757.389038192156,-6757.389038192167,0.02776076331152324,0.027760763311522718,2,2
0DUN,up,trend_annual_semi,6,-6848.443368647437,-6848.443368647591,0.023777751859031616,0.023777751859026173,1,1
0DUN,up,trend_quad_annual_semi,7,-6859.531170307152,-6859.531170307311,0.02316315242146017,0.02316315242145469,0,0
0EDA,east,trend,2,-39282.805200326744,-39282.80520030675,0.2627289844184642,0.26272898441975356,3,3
0EDA,east,trend_annual,4,-44857.24989881027,-44857.24989873142,0.06658023977296258,0.0665802397742514,2,2
0EDA,east,trend_annual_semi,6,-45255.43377133204,-45255.43377124477,0.060133340591891196,0.06013334059317965,1,1
0EDA,east,trend_quad_annual_semi,7,-45596.50036615618,-45596.500366061075,0.05519019042516361,0.05519019042645229,0,0
0EDA,north,trend,2,-43121.244032080605,-43121.24403185885,0.10238214282645954,0.10238214283203367,3,3
0EDA,north,trend_annual,4,-48857.43612868699,-48857.43612777665,0.02493531364294549,0.024935313648518705,2,2
0EDA,north,trend_annual_semi,6,-49817.575415996005,-49817.57541483922,0.0196184556609141,0.01961845566648599,1,1
0EDA,north,trend_quad_annual_semi,7,-49889.24731881297,-49889.24731763315,0.019236953980527577,0.019236953986099984,0,0
0EDA,up,trend,2,-39154.71812295762,-39154.71812295701,0.2711225328760653,0.27112253287610644,3,3
0EDA,up,trend_annual,4,-41333.460869858274,-41333.460869857205,0.15815348015831224,0.15815348015835348,2,2
0EDA,up,trend_annual_semi,6,-41381.98024832114,-41381.980248320084,0.15564409113509484,0.15564409113513522,1,1
0EDA,up,trend_quad_annual_semi,7,-41388.66957761403,-41388.66957761297,0.15507188521947377,0.1550718852195141,0,0
0EDB,east,trend,2,-50143.21428289539,-50143.21428291065,0.019111660784410456,0.019111660784339037,3,3
0EDB,east,trend_annual,4,-55230.68713926388,-55230.687139317466,0.005481810550331378,0.005481810550259501,0,0
0EDB,east,trend_annual_semi,6,-55224.397644732155,-55224.39764478585,0.005467957054234255,0.005467957054162413,1,1
0EDB,east,trend_quad_annual_semi,7,-55222.975929728935,-55222.97592978275,0.005458741612599867,0.005458741612527988,2,2
0EDB,north,trend,2,-54247.81603391046,-54247.816033342046,0.007000572248058674,0.0070005722490322966,3,3
0EDB,north,trend_annual,4,-54459.54652410722,-54459.546523506164,0.006620141693334254,0.006620141694307852,2,2
0EDB,north,trend_annual_semi,6,-54536.04097098184,-54536.040970367074,0.006471002030226965,0.006471002031200336,1,1
0EDB,north,trend_quad_annual_semi,7,-54619.99098637631,-54619.99098574737,0.00632655332146034,0.006326553322433925,0,0
0EDB,up,trend,2,-40664.286532605984,-40664.2865324289,0.19433550972318647,0.19433550973160665,3,3
0EDB,up,trend_annual,4,-42249.50525308412,-42249.505252822084,0.13132146926650856,0.13132146927492816,2,2
0EDB,up,trend_annual_semi,6,-42332.524717544555,-42332.52471727604,0.12815826525002916,0.12815826525844895,0,0
0EDB,up,trend_quad_annual_semi,7,-42324.90317730871,-42324.90317704017,0.12813650414204206,0.1281365041504617,1,1
0EDS,east,trend,2,-49905.9294684284,-49905.92946842767,0.019042026293636456,0.01904202629363992,3,3
0EDS,east,trend_annual,4,-52175.422660428005,-52175.422660426746,0.010855515298270477,0.010855515298273829,2,2
0EDS,east,trend_annual_semi,6,-52621.569128471594,-52621.56912847036,0.009688262409791945,0.00968826240979488,1,1
0EDS,east,trend_quad_annual_semi,7,-52703.13427320828,-52703.13427320707,0.00947656271103928,0.00947656271104209,0,0
0EDS,north,trend,2,-51819.021278333516,-51819.02127820198,0.01189799887242126,0.011897998872805966,3,3
0EDS,north,trend_annual,4,-53122.08866910259,-53122.08866892066,0.008601725720566472,0.008601725720951154,2,2
0EDS,north,trend_annual_semi,6,-53337.606481423034,-53337.606481230505,0.008124612571194127,0.008124612571578642,0,0
0EDS,north,trend_quad_annual_semi,7,-53329.87304105053,-53329.873040857936,0.008123459336763608,0.008123459337148201,1,1
0EDS,up,trend,2,-39650.330072432735,-39650.330072406054,0.23691243005767956,0.23691243005923301,3,3
0EDS,up,trend_annual,4,-41623.23943827371,-41623.239438230245,0.14527404893226242,0.14527404893381457,2,2
0EDS,up,trend_annual_semi,6,-41665.91951424214,-41665.919514198125,0.14317165557216854,0.14317165557371744,0,0
0EDS,up,trend_quad_annual_semi,7,-41660.619670566484,-41660.61967052245,0.1430657216046639,0.14306572160621273,1,1
0ED_,east,trend,2,-55749.349288852376,-55749.349288883466,0.02697925267621982,0.026979252676038585,3,3
0ED_,east,trend_annual,4,-60648.66850136652,-60648.668501456246,0.009323757988879064,0.009323757988698243,2,2
0ED_,east,trend_annual_semi,6,-60685.43131055125,-60685.43131064226,0.009216289152393751,0.009216289152212459,1,1
0ED_,east,trend_quad_annual_semi,7,-61105.38963847598,-61105.389638575754,0.008401295524692598,0.008401295524511451,0,0
0ED_,north,trend,2,-60766.84556655311,-60766.84556602568,0.009121853506521916,0.0091218535075617,3,3
0ED_,north,trend_annual,4,-60830.82303131228,-60830.82303077559,0.008963833897140507,0.008963833898180222,2,2
0ED_,north,trend_annual_semi,6,-61120.41509628439,-61120.415095710974,0.008389346131416639,0.008389346132456324,1,1
0ED_,north,trend_quad_annual_semi,7,-61377.47179395501,-61377.47179334762,0.007921517391545773,0.007921517392585639,0,0
0ED_,up,trend,2,-46333.3921133045,-46333.3921133056,0.20645258689673146,0.20645258689668247,3,3
0ED_,up,trend_annual,4,-48407.10787924543,-48407.10787924716,0.13139993424680524,0.1313999342467561,2,2
0ED_,up,trend_annual_semi,6,-48510.18085746107,-48510.18085746285,0.12803724298709285,0.12803724298704347,1,1
0ED_,up,trend_quad_annual_semi,7,-48527.40937097597,-48527.40937097776,0.12732892579034785,0.12732892579029853,0,0
0EKB,east,trend,2,-37148.86607093586,-37148.866070997836,0.019753138610650273,0.01975313861025614,3,3
0EKB,east,trend_annual,4,-41337.709684163034,-41337.70968440316,0.005101348886087832,0.0051013488856934425,2,2
0EKB,east,trend_annual_semi,6,-41361.1285366692,-41361.128536912234,0.005036882493607299,0.005036882493213182,1,1
0EKB,east,trend_quad_annual_semi,7,-41369.815126168185,-41369.8151264125,0.005009828763760129,0.005009828763366066,0,0
0EKB,north,trend,2,-41039.60518952144,-41039.6051890571,0.005644376555916814,0.00564437655676063,3,3
0EKB,north,trend_annual,4,-41542.63528158276,-41542.6352810341,0.004775638388230319,0.004775638389073921,2,2
